gene_id
1	IUM83_00007
2	IUM83_00012
3	IUM83_00014
4	IUM83_00015
5	IUM83_00017
6	IUM83_00021
7	IUM83_00022
8	IUM83_00023
9	IUM83_00026
10	IUM83_00030
11	IUM83_00031
12	IUM83_00032
13	IUM83_00036
14	IUM83_00037
15	IUM83_00038
16	IUM83_00040
17	IUM83_00041
18	IUM83_00044
19	IUM83_00045
20	IUM83_00047
21	IUM83_00048
22	IUM83_00049
23	IUM83_00051
24	IUM83_00059
25	IUM83_00061
26	IUM83_00062
27	IUM83_00064
28	IUM83_00065
29	IUM83_00066
30	IUM83_00067
31	IUM83_00070
32	IUM83_00072
33	IUM83_00074
34	IUM83_00075
35	IUM83_00076
36	IUM83_00077
37	IUM83_00091
38	IUM83_00092
39	IUM83_00094
40	IUM83_00096
41	IUM83_00097
42	IUM83_00098
43	IUM83_00103
44	IUM83_00105
45	IUM83_00107
46	IUM83_00108
47	IUM83_00110
48	IUM83_00114
49	IUM83_00116
50	IUM83_00118
51	IUM83_00119
52	IUM83_00121
53	IUM83_00124
54	IUM83_00130
55	IUM83_00133
56	IUM83_00135
57	IUM83_00138
58	IUM83_00144
59	IUM83_00146
60	IUM83_00149
61	IUM83_00150
62	IUM83_00155
63	IUM83_00158
64	IUM83_00160
65	IUM83_00164
66	IUM83_00165
67	IUM83_00166
68	IUM83_00168
69	IUM83_00169
70	IUM83_00170
71	IUM83_00186
72	IUM83_00189
73	IUM83_00191
74	IUM83_00192
75	IUM83_00193
76	IUM83_00196
77	IUM83_00198
78	IUM83_00199
79	IUM83_00206
80	IUM83_00212
81	IUM83_00214
82	IUM83_00215
83	IUM83_00216
84	IUM83_00217
85	IUM83_00220
86	IUM83_00226
87	IUM83_00229
88	IUM83_00230
89	IUM83_00231
90	IUM83_00232
91	IUM83_00233
92	IUM83_00237
93	IUM83_00239
94	IUM83_00242
95	IUM83_00243
96	IUM83_00245
97	IUM83_00268
98	IUM83_00269
99	IUM83_00270
100	IUM83_00271
101	IUM83_00272
102	IUM83_00273
103	IUM83_00274
104	IUM83_00275
105	IUM83_00277
106	IUM83_00286
107	IUM83_00287
108	IUM83_00288
109	IUM83_00290
110	IUM83_00293
111	IUM83_00300
112	IUM83_00301
113	IUM83_00312
114	IUM83_00313
115	IUM83_00315
116	IUM83_00316
117	IUM83_00322
118	IUM83_00323
119	IUM83_00327
120	IUM83_00328
121	IUM83_00329
122	IUM83_00331
123	IUM83_00332
124	IUM83_00333
125	IUM83_00335
126	IUM83_00336
127	IUM83_00343
128	IUM83_00345
129	IUM83_00346
130	IUM83_00347
131	IUM83_00348
132	IUM83_00349
133	IUM83_00351
134	IUM83_00352
135	IUM83_00354
136	IUM83_00355
137	IUM83_00360
138	IUM83_00361
139	IUM83_00367
140	IUM83_00368
141	IUM83_00369
142	IUM83_00370
143	IUM83_00372
144	IUM83_00385
145	IUM83_00386
146	IUM83_00388
147	IUM83_00398
148	IUM83_00399
149	IUM83_00401
150	IUM83_00402
151	IUM83_00407
152	IUM83_00408
153	IUM83_00409
154	IUM83_00413
155	IUM83_00414
156	IUM83_00415
157	IUM83_00416
158	IUM83_00418
159	IUM83_00426
160	IUM83_00428
161	IUM83_00432
162	IUM83_00434
163	IUM83_00438
164	IUM83_00440
165	IUM83_00441
166	IUM83_00442
167	IUM83_00443
168	IUM83_00444
169	IUM83_00449
170	IUM83_00452
171	IUM83_00453
172	IUM83_00454
173	IUM83_00455
174	IUM83_00458
175	IUM83_00459
176	IUM83_00460
177	IUM83_00464
178	IUM83_00467
179	IUM83_00469
180	IUM83_00470
181	IUM83_00471
182	IUM83_00473
183	IUM83_00475
184	IUM83_00477
185	IUM83_00478
186	IUM83_00479
187	IUM83_00484
188	IUM83_00485
189	IUM83_00487
190	IUM83_00488
191	IUM83_00489
192	IUM83_00490
193	IUM83_00493
194	IUM83_00494
195	IUM83_00495
196	IUM83_00496
197	IUM83_00499
198	IUM83_00502
199	IUM83_00504
200	IUM83_00506
201	IUM83_00508
202	IUM83_00512
203	IUM83_00513
204	IUM83_00514
205	IUM83_00515
206	IUM83_00520
207	IUM83_00523
208	IUM83_00524
209	IUM83_00527
210	IUM83_00528
211	IUM83_00529
212	IUM83_00530
213	IUM83_00532
214	IUM83_00534
215	IUM83_00535
216	IUM83_00538
217	IUM83_00539
218	IUM83_00541
219	IUM83_00545
220	IUM83_00546
221	IUM83_00551
222	IUM83_00553
223	IUM83_00555
224	IUM83_00558
225	IUM83_00559
226	IUM83_00566
227	IUM83_00568
228	IUM83_00569
229	IUM83_00571
230	IUM83_00575
231	IUM83_00576
232	IUM83_00579
233	IUM83_00581
234	IUM83_00582
235	IUM83_00583
236	IUM83_00584
237	IUM83_00587
238	IUM83_00589
239	IUM83_00590
240	IUM83_00591
241	IUM83_00597
242	IUM83_00603
243	IUM83_00604
244	IUM83_00605
245	IUM83_00606
246	IUM83_00609
247	IUM83_00610
248	IUM83_00611
249	IUM83_00612
250	IUM83_00614
251	IUM83_00619
252	IUM83_00622
253	IUM83_00623
254	IUM83_00625
255	IUM83_00626
256	IUM83_00630
257	IUM83_00633
258	IUM83_00640
259	IUM83_00641
260	IUM83_00648
261	IUM83_00650
262	IUM83_00655
263	IUM83_00658
264	IUM83_00660
265	IUM83_00666
266	IUM83_00675
267	IUM83_00676
268	IUM83_00679
269	IUM83_00680
270	IUM83_00681
271	IUM83_00682
272	IUM83_00683
273	IUM83_00686
274	IUM83_00691
275	IUM83_00693
276	IUM83_00694
277	IUM83_00698
278	IUM83_00700
279	IUM83_00701
280	IUM83_00702
